Unnamed: 0,ltable_id,rtable_id,label,prompt1_en_short_temp_0_gpt3.5-0301,match_prompt_manual_fewshot_1_eval2_temp_0_gpt3.5_0301
276,1185,2510,False,False,False
277,1185,1062,False,False,False
278,1185,3202,False,False,False
279,1185,535,False,False,False
280,1185,2926,False,False,False
281,1176,2329,False,False,False
282,1176,2150,False,False,False
283,1176,2820,False,False,False
284,1176,2686,False,False,False
285,1176,2395,False,False,False
286,1176,2687,False,False,False
287,1176,1364,False,False,False
288,1176,2595,False,False,False
289,465,151,False,False,False
290,588,151,False,False,False
291,350,151,False,False,False
292,876,151,False,False,False
293,597,151,False,False,False
294,615,151,False,False,False
295,512,1169,False,False,False
296,584,1169,False,False,False
297,1169,1168,False,False,False
298,135,36,False,False,False
299,135,1497,False,False,False
300,135,1922,False,False,False
301,135,1129,False,False,False
302,511,1159,False,False,False
303,12,1159,False,False,False
304,1159,651,False,False,False
305,543,1667,False,False,False
306,638,2621,False,False,False
307,82,632,False,False,False
308,632,3126,False,False,False
309,632,36,False,False,False
310,632,1169,False,False,False
311,632,2792,False,False,False
312,632,2688,False,False,False
313,632,1497,False,False,False
314,632,332,False,False,False
315,632,1011,False,False,False
316,632,1514,False,False,False
317,578,2165,False,False,False
318,225,2165,False,False,False
319,604,2165,False,False,False
320,1300,1140,False,False,False
321,961,1140,False,False,False
322,135,100,False,False,False
323,490,100,False,False,False
324,100,1542,False,True,True
325,606,2867,False,False,False
326,606,1485,False,False,False
327,606,2411,False,True,True
328,606,2847,False,False,False
329,606,3209,False,False,False
330,606,2474,False,True,False
331,606,2518,False,False,False
332,606,2137,False,True,True
333,606,945,False,False,True
334,606,1010,False,False,False
335,606,998,False,False,False
336,606,1159,False,False,True
337,606,1095,False,False,False
338,606,2998,False,False,False
339,606,1886,False,False,False
340,606,2257,False,False,False
341,606,2853,False,False,False
342,606,2818,False,False,False
343,606,2848,False,False,False
344,606,1011,False,False,False
345,606,1014,False,False,False
346,737,2649,False,False,False
347,546,2649,False,False,False
348,594,1037,False,False,False
349,594,2591,False,False,False
350,594,100,False,False,False
351,594,3070,False,False,False
352,594,2853,False,False,False
353,594,1447,False,False,False
354,593,367,False,False,False
355,593,1564,False,False,False
356,593,946,False,False,True
357,593,893,False,False,True
358,593,897,False,False,False
359,593,372,False,False,False
360,593,558,False,False,False
361,593,242,False,False,False
362,520,1099,False,False,False
363,580,1099,False,False,False
364,1099,2922,False,False,False
365,876,566,False,False,False
366,1334,566,False,True,True
367,566,2799,False,False,False
368,310,562,False,False,False
369,1290,562,False,False,False
370,562,893,False,False,False
371,562,430,False,True,True
372,562,192,False,False,False
373,549,1738,False,False,False
374,167,540,False,False,True
375,1176,540,False,False,False
376,540,2521,False,True,True
377,26,897,False,False,False
378,26,485,False,False,False
379,26,242,False,False,False
380,26,921,False,False,False
381,26,2391,False,False,False
382,26,954,False,False,False
383,26,367,False,False,False
384,26,3017,False,True,True
385,26,902,False,False,False
386,1048,1140,False,False,False
387,1048,840,False,False,False
388,1044,2566,False,True,True
389,517,1667,False,False,False
390,517,361,False,False,False
391,517,355,False,False,False
392,517,331,False,False,False
393,517,566,False,False,False
394,517,372,False,False,False
395,517,465,False,False,False
396,517,750,False,False,False
397,517,2839,False,False,False
398,517,984,False,False,False
399,883,4,False,True,True
